Year,Service,Multi.Service ,Other.Service,Investment.Type,Type.Book,Wheeled Vehicles,P1.Line.Item.Number,System.Title,Anomalous,MDAP,Unit.Cost.Millions,Current.Year Gross.Cost.Millions,FY2020.Procurement ,Inventory.Objective ,Peacetime.Production ,Efficiency.Production ,Surge.Rate.Years,Surge.Rate.Months,Surge.Rate.Leadtime.Years,Surge.Rate.Leadtime.1-8-5.Years,Adjusted.Surge.Rate.Years,Agg.MSR.Years,Agg.1-8-5.Years,Agg.Max.Years,Avg.Production.Leadtime. Years,Avg.Production.Leadtime. Months
1999,Air Force,0,NA,SBS,Other,Other Programs,NA,NAVSTAR GPS SPACE,0,MDAP,NA,NA,NA,233120,NA,NA,0.971333333,11.656,1.47,0.97,1.47,48000,0,240000,0.5,6
1999,Air Force,0,NA,SBS,Other,Other Programs,NA,DEFENSE METEOROLOGICAL SATELLITE PROGRAM (SPACE),0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,120,0.833333333,10
1999,Air Force,0,NA,SBS,Other,Other Programs,NA,MILSATCOM SPACE,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0,960,1.416666667,17
1999,Air Force,0,NA,C4I,Other,Other Programs,NA,COMBAT SURVIVOR/EVADER LOCATOR (CSEL) RADIO,0,Non-MDAP,0.006325057,13.757,2175,NA,NA,NA,NA,NA,NA,NA,NA,120,0,24000,0,0
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,NIGHT VISION GOGGLES (AN/PVS-7D),0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,0,4704,0,0
1999,Air Force,0,NA,MSA,Other,Other Programs,F-4949,NIGHT VISION GOGGLES ,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,0,3000,0,0
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,NIGHT VISION GOGGLES (AN/AVS-8(V)2,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,0,3000,0.75,9
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,"POWER PLANT, 60KW/400HZ (AN/MJQ-1632)",0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,300,0,0
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,FL-1D FLOODLIGHT,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,1800,0.833333333,10
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,"PALLET, AIR CARGO",0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24000,0.916666667,11
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,"NET ASSEMBLY, 108” X 88”, TOP NET",0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24000,1.083333333,13
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,"BLADDERS, FUEL",0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,840,0.416666667,5
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,AERIAL BULK FUEL DELIVERY SYSTEM,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,84,0.666666667,8
1999,Air Force,0,NA,MSA,Other,Other Programs,8145-01-118-9872,DEPLOYMENT/EMPLOYMENT CONTAINERS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4800,0.333333333,4
1999,Air Force,0,NA,MSA,Other,Other Programs,8145-01-118-9873,DEPLOYMENT/EMPLOYMENT CONTAINERS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10800,0.666666667,8
1999,Air Force,0,NA,MSA,Other,Other Programs,8145-01-118-9874,DEPLOYMENT/EMPLOYMENT CONTAINERS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2640,0.583333333,7
1999,Air Force,0,NA,MSA,Other,Other Programs,8145-01-118-9884,DEPLOYMENT/EMPLOYMENT CONTAINERS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4800,0.25,3
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,AIR CONDITIONERS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,3000,0.75,9
